Epoch,train_loss,train_acc,val_loss,val_acc
0,1.2559129569841467,45.196706312900275,1.1545193923844232,65.2014652014652
1,1.1587984397791433,62.35132662397072,1.064712832371394,82.41758241758242
2,1.1031497233155845,69.39615736505031,0.990639693207211,84.7985347985348
3,1.0796207561009172,70.76852698993595,0.9836853676372104,85.8974358974359
4,1.0614718941674717,72.00365965233303,0.9586587581369612,85.71428571428571
5,1.0579823765201846,71.7291857273559,0.9299818442927467,85.71428571428571
6,1.04327828987785,73.7419945105215,0.9376036061180962,85.53113553113553
7,1.0380943478017612,74.06221408966148,0.9484489725695716,85.8974358974359
8,1.0390893004942632,73.60475754803294,0.9102232356866201,87.17948717948718
9,1.0412301222483318,71.86642268984447,0.9107698135905795,86.81318681318682
10,1.0221354192581729,74.79414455626716,0.9078271057870653,87.36263736263736
11,1.0212806843329167,74.61116193961574,0.9108355508910285,86.63003663003663
12,1.0340601197187451,73.05580969807868,0.917832053369946,87.17948717948718
13,1.0115323438160662,75.02287282708143,0.8996478981441922,85.71428571428571
14,1.0172643765159275,74.88563586459286,0.8997862272792392,87.17948717948718
