Epoch,train_loss,train_acc,val_loss,val_acc
0,1.2779821693033413,41.81152790484904,1.2340538766649034,43.223443223443226
1,1.225006345389546,43.961573650503205,1.2058300773302715,49.26739926739927
2,1.2017328929210054,49.72552607502287,1.1872477465205722,52.56410256410256
3,1.1906577314155689,51.646843549862766,1.1868980924288433,52.38095238095238
4,1.1744294944016829,54.11710887465691,1.1731285783979628,53.11355311355312
5,1.1698456950809644,53.293687099725524,1.1632978717486064,54.76190476190476
6,1.1567819239436716,55.94693504117109,1.1579227447509766,54.395604395604394
7,1.1555384691210762,57.31930466605672,1.1421461701393127,56.776556776556774
8,1.157876353332962,56.5416285452882,1.1442363659540813,57.142857142857146
9,1.1482623470002327,57.73101555352242,1.1430693003866408,56.41025641025641
10,1.1472811025121938,57.95974382433669,1.129099382294549,58.42490842490842
11,1.1419696479603865,58.60018298261665,1.1279930339919195,58.79120879120879
12,1.1415332676707834,57.548032936870996,1.153941763771905,54.395604395604394
13,1.1343415215395498,58.508691674290944,1.1375267108281453,56.776556776556774
14,1.1379359027613765,58.234217749313814,1.1349447170893352,57.50915750915751
