Epoch,train_loss,train_acc,val_loss,val_acc
0,1.2603486085283584,50.5032021957914,1.1560525761710272,69.78021978021978
1,1.1513362500978552,63.81518755718207,1.0974826117356618,81.31868131868131
2,1.1079066939975903,67.84080512351326,1.0094188451766968,85.16483516483517
3,1.086880144001781,69.99085086916743,0.9478425449795194,87.17948717948718
4,1.0712741000064905,70.99725526075022,0.9392109248373244,88.0952380952381
5,1.0547693406326184,72.87282708142726,0.9348585506280264,87.91208791208791
6,1.0532025807145713,72.87282708142726,0.9194751580556234,87.36263736263736
7,1.039579110732977,74.42817932296431,0.9038747913307614,86.99633699633699
8,1.0318683722744817,74.19945105215004,0.916442526711358,89.1941391941392
9,1.0403061552324158,72.59835315645013,0.9089299076133304,88.27838827838828
10,1.0387093191561492,71.18023787740165,0.980657160282135,88.46153846153847
11,1.0394352182098057,72.50686184812443,0.8971419731775919,88.64468864468864
12,1.0345826572266177,72.41537053979872,0.8815901776154836,89.37728937728937
13,1.0244770266007686,72.7355901189387,0.8769273128774431,88.46153846153847
14,1.0147272313850513,75.80054894784996,0.8890391058391995,90.10989010989012
