train_loss,train_f1,val_loss,val_f1,fold_duration_sec
1.0846265931276307,0.5271470703757871,0.41660605277866125,0.8259370146944831,2109.2250893115997
0.9433019781026287,0.6001022768845492,0.44096818947317923,0.8199339229052403,2109.2250893115997
0.9079055176049039,0.6167096171795812,0.41057207973349386,0.8340112574165957,2109.2250893115997
0.919488853086596,0.6082298397091839,0.37173797164789657,0.83939359551518,2109.2250893115997
0.9484957978669284,0.6135486937018614,0.39508041752869205,0.8438030012943141,2109.2250893115997
0.9043131643447323,0.6319635205627248,0.39656477569687093,0.8480763548923965,2109.2250893115997
0.9187624484732531,0.6188739196683589,0.3756076910561233,0.8557117574936026,2109.2250893115997
0.8986473129387351,0.6286021762882464,0.41129890176693373,0.8168821373082427,2109.2250893115997
0.8534539373240609,0.6430221486944974,0.37307461555059435,0.8388570247716217,2109.2250893115997
0.8585096398449462,0.6537796534515087,0.37551147540657304,0.8604467836382867,2109.2250893115997
0.8367874636922193,0.6523446900341334,0.4085239684279782,0.8220718663622161,2109.2250893115997
0.8391583469034969,0.6387472201303498,0.42528366328174755,0.8362589432153712,2109.2250893115997
0.8443851033090681,0.6414862781994349,0.3640404669991271,0.8486061525638912,2109.2250893115997
0.8450481468352719,0.6445918739598077,0.37571735279352375,0.8550806226806639,2109.2250893115997
0.8622740489309249,0.6332662518047455,0.37471460682255303,0.8381952247636422,2109.2250893115997
