train_loss,train_f1,val_loss,val_f1,fold_duration_sec
0.8136458484291592,0.6663961928220505,0.253749421802682,0.9129947780098647,2286.7843272686005
0.6102121929117643,0.7622749703497065,0.35147493524709716,0.8915371911685283,2286.7843272686005
0.5619939316940659,0.7865081962863844,0.20775381120537142,0.9281642026987359,2286.7843272686005
0.4787261176354471,0.8226067692397464,0.25259563218403075,0.9213641919244402,2286.7843272686005
0.48413107063114535,0.7991814346011674,0.23288762103350433,0.9140540419910662,2286.7843272686005
0.4863086391123943,0.804487499058563,0.2283017117081077,0.8955451892481058,2286.7843272686005
0.5053470675697206,0.8029672158271106,0.33288101977128204,0.8942764920103683,2286.7843272686005
0.483348026911913,0.810052689280693,0.19011338617918747,0.9483403340209211,2286.7843272686005
0.39004091382957995,0.8388604026009696,1.5220538821498588,0.8857316202085719,2286.7843272686005
0.41626982510035093,0.8465959474595617,6.066297415519735,0.8871460887765236,2286.7843272686005
0.4347591631778735,0.8278584013060686,0.17598182540440835,0.9358431117365676,2286.7843272686005
0.3368398868975312,0.8605922346977586,0.20472270627111097,0.9396965163562508,2286.7843272686005
0.37148826681454117,0.8556975231518734,0.19893403911462104,0.9402908739670696,2286.7843272686005
0.3903143791908138,0.850823349924982,0.2429822495467046,0.9144841450209216,2286.7843272686005
0.4053367583769346,0.8444886522562292,0.30229495910591514,0.9029817280543807,2286.7843272686005
